DateBurn,BurnName,Lat,Long,CountyName,InChangeOfName,AgencyName,AcresBurnUnit,AcresBurnPercent,FuelType,MoistureCondition,Method,,,CrewSize,FireComplexity,FuelModel,RecentBurnDate,LandType
3/18/2015,Booth Unit 1,38.4,-83.879,Fleming,Jacob Stewart,KDFWR,10,95,Grass - Moderate,Unknown,Hand,,,14,Low,26,,Public
2/25/2019,Booth Unit 1,38.4,-83.81,Fleming,Nathan Gregory,KDFWR,57,90,Grass - Moderate,Unknown,Hand,,,8,Low,10,,Private
3/20/2014,KRWMA Acree Tract,38.40913,-84.89513,Henry,Scott Ferrell,KDFWR,20,95,Grass - Light,Unknown,Hand,,,8,Low,1,,Private
4/3/2019,Fleming WMA -Wallingford,38.41,-83.61,Fleming,Jacob Stewart,KDFWR,100,80,Grass - Moderate,Unknown,Hand,,,12,Low,10,,Public
3/28/2016,Fleming WMA -Walingford,38.417,-83.609,Fleming,Jacob Stewart,KDFWR,95,80,Grass - Moderate,Unknown,Hand,,,11,Low,17,,Public
9/24/2013,None,38.43555556,-84.95444444,Owen,Dave Frederick,KDFWR,56,60,Grass - Heavy,70,Hand,,,7,Low,26,,Public
3/20/2014,KRWMA Gilbert I Tract,38.435556,-84.954444,Owen,Scott Ferrell,KDFWR,27,95,Grass - Moderate,Unknown,Hand,,,10,Low,13,,Private
4/6/2018,Wheeler Burn,38.454,-85.013,Henry,Chris Grasch,KDFWR,16,100,Grass - Heavy,Unknown,Hand,,,8,Low,7,,Private
4/2/2019,Joe LeMaster Burn,38.599827,-83.101603,Lewis,Robert Lewis,KDFWR,14,70,Grass - Light,Unknown,Hand,,,7,Low,10,,Private
4/2/2013,None,38.77425861,-84.60149722,Grant,Josh Lillpop,KDFWR,38,95,Grass - Moderate,40,Hand,,,9,Moderate,27,,Public
10/1/2013,None,38.77425861,-84.60149722,Grant,Josh Lillpop,KDFWR,12,70,Grass - Heavy,50,Hand,,,9,Moderate,26,4/3/2019,Private
8/26/2013,None,38.80491083,-84.605581,Kenton,Josh Lillpop,KDFWR,7,80,Grass - Light,50,Hand,,,10,Moderate,10,3/26/2019,Private
3/23/2015,Crouch Bluff Road,37.2744,-88.421147,Livingston,Philip Sharp,KDFWR,95.6,95,Grass - Heavy,Unknown,Hand,,,8,Moderate,2,3/7/2016,Private
3/11/2014,Bell Farm,37.2829,-87.3372,McLean,Tracy Bell,Private Landowner,15,100,Grass - Heavy,Unknown,Hand,,,8,Moderate,3,3/7/2016,Private
4/24/2014,Joe O'Bryan Farm,37.3,-73.87,Grayson,Kevin Raymond,KDFWR,29.4,100,Grass - Moderate,2,Hand,,,10,Low,10,,Public
3/27/2019,Bush Windham,37.35,-85.26,Marion,Chris Grasch Apprentice Bryan Cobban,KDFWR,30,95,Grass - Moderate,Unknown,Hand,,,10,Low,10,,Public
3/27/2019,Sisters of Loretto,37.39,-136.84,Marion,Chris Grasch Apprentice Bryan Cobban,KDFWR,55,70,Grass - Moderate,Unknown,Hand,,,10,Low,10,,Public
3/19/2016,Shaker Village-Conclave Demo.,37.49,-110.65,Mercer,Ben Robinson,KDFWR,15,85,Grass - Moderate,Unknown,Hand,,,10,Low,10,,Public
