DateBurn,BurnName,Lat,Long,CountyName,InChangeOfName,AgencyName,AcresBurnUnit,AcresBurnPercent,FuelType,MoistureCondition,Method,,,CrewSize,FireComplexity,FuelModel,RecentBurnDate,LandType
3/14/2018,Livingston County WMA Hughes Road,37.3571,-88.4458,Livingston,Philip Sharp,KDFWR,88.2,95,Grass - Heavy,Unknown,Hand,,,9,Low,3,,Public
3/26/2019,"Mantle Rock Units 2, 6,7,",37.3579,-88.422,Livingston,Chris Minor,TNC,160,85,Grass - Heavy,7,Hand,,,9,Low,1,,Public
3/20/2017,Jeff Arnold,37.3588,-85.44547,Taylor,Chris Mason,KDFWR,64,85,Grass - Moderate,Unknown,Hand,,,9,Low,1,,Public
4/9/2014,Mantle Rock CRP fields,37.359,-88.422,Livingston,Chris Minor,TNC,100,90,Grass - Heavy,10,Hand,,,9,Low,10,,Public
3/17/2016,CRP Fields and woods,37.359,-88.422,Livingston,Chris Minor,TNC,100,100,Litter - Moderate,8,Hand,,,9,Low,1,,Public
3/19/2019,Livingston County WMA Hughes Road,37.359,-88.427,Livingston,Matt Young,KDFWR,180,90,Grass - Heavy,Unknown,Hand,,,6,Low,3,4/1/2015,Public
2/20/2016,Jeff Arnold,37.35906,-85.44579,Taylor,Chris Mason,KDFWR,0,95,Grass - Moderate,Unknown,Hand,,,6,Low,3,4/1/2015,Public
4/21/2014,Jeff Arnold,37.36006,-85.44308,Taylor,Chris Mason,KDFWR,40,100,Grass - Moderate,Unknown,Hand,,,7,Moderate,27,11/15/2013,Private
3/2/2017,Tom Clore,37.36227,-85.13013,Taylor,Chris Mason,KDFWR,22.4,100,Grass - Heavy,Unknown,Hand,,,12,Moderate,12,10/20/2009,Private
3/15/2016,Tom Clore,37.36283,-85.13071,Casey,Chris Mason,KDFWR,22.4,100,Grass - Heavy,Unknown,Hand,,,7,Moderate,3,3/10/2014,Private
3/30/2015,Livingston Co WMA,37.363005,-88.440571,Livingston,Philip Sharp,KDFWR,146.4,75,Grass - Heavy,Unknown,Hand,,,7,Moderate,3,,Private
2/26/2018,Tom Clore,37.363056,-85.128333,Taylor,Chris Mason,KDFWR,16,100,Grass - Heavy,Unknown,Hand,,,9,Moderate,26,,Private
3/26/2014,Tom Clore,37.36306,-85.12833,Casey,Chris Mason,KDFWR,22.4,100,Grass - Heavy,Unknown,Hand,,,6,Moderate,34,,Private
3/17/2015,Tom Clore,37.36306,-85.12833,Casey,Chris Mason,KDFWR,22.4,100,Grass - Heavy,Unknown,Hand,,,6,Moderate,3,,Private
4/4/2017,Leroy Hodge,37.3764,-88.1452,Crittenden,Philip Sharp,KDFWR,81.5,90,Grass - Moderate,Unknown,Hand,,,22,Moderate,31,,Public
3/30/2016,Barry White,37.381,-84.568,Lincoln,Chris Mason,KDFWR,32,100,Grass - Heavy,Unknown,Hand,,,Varie,Low,31,,Public
3/5/2019,White,37.381472,-84.569249,Lincoln,Merle Hacker,KDFWR,33,95,Grass - Heavy,0,Hand,,,8,Moderate,31,2/25/2013,Public
3/18/2019,Fishtrap Middlefield Strip Mine,37.382305,-82.340972,Pike,Scott Freidhof,KDFWR,80,95,Grass - Moderate,Unknown,Hand,,,20,Moderate,31,3/19/2010,Public
3/1/2016,Fishtrap Strip Mine,37.38383,-82.33994,Pike,Scott Freidhof,KDFWR,116,85,Grass - Light,Unknown,Hand,,,25,Moderate,31,4/9/2010,Public
3/16/2017,Harry Carloss,37.3889,-88.3751,Livingston,Philip Sharp,KDFWR,46.9,75,Grass - Moderate,Unknown,Hand,,,30,Moderate,31,3/19/2010,Public
4/5/2018,StarFire,37.389671,-83.110214,Knott,Merle Hacker,KDFWR,400,85,Grass - Heavy,0,Hand,,,4,Low,10,2/5/2015,Public
9/24/2015,Bob Martion,37.39483,-85.12181,Taylor,Chris Mason,KDFWR,15,95,Grass - Heavy,Unknown,Hand,,,10,Low,5,3/1/2012,Public
3/24/2017,Asher,37.396,-84.495,Lincoln,Merle Hacker,KDFWR,6,95,Grass - Moderate,0,Hand,,,10,Low,1,3/1/2015,Public
10/4/2017,Bob Martion,37.39604,-85.11817,Taylor,Chris Mason,KDFWR,10,95,Grass - Heavy,Unknown,Hand,,,3 Cre,Low,1,3/1/2016,Private
3/13/2019,Starfire,37.397175,-83.117159,Knott,Merle Hacker,KDFWR,450,80,Grass - Moderate,0,Hand,,,7,Moderate,12,,Public
4/23/2014,Lynn Farm,37.39994,-87.62472,Hopkins,Glenn Lynn,Private Landowner,75,100,Grass - Heavy,Unknown,Hand,,,6,Moderate,29,,Public
3/26/2014,Barry Michael,37.40317,-84.81725,Casey,Chris Mason,KDFWR,6.4,90,Grass - Moderate,Unknown,Hand,,,9,Low,2,4/5/2014,Public
3/21/2017,Barry Michael,37.4035,-84.82182,Casey,Chris Mason,KDFWR,8,95,Grass - Moderate,Unknown,Hand,,,8,Moderate,10,,Public
4/20/2018,Fishtrap - Biggs Upland Forest - SW Section,37.412028,-82.276944,Pike,Scott Freidhof,KDFWR,29,95,Litter - Moderate,Unknown,Hand,,,9,Moderate,35,,Public
4/8/2015,Jake Fork,37.41391,-83.18067,Breathitt,Chris Osborne,University of Kentucky,6.7,80,Grass - Moderate,Unknown,Hand,,,9,Moderate,35,,Public
3/15/2016,2016 Jake Fork NWSG,37.41391,-83.18067,Breathitt,Chris Osborne,University of Kentucky,6.2,100,Grass - Moderate,Unknown,Hand,,,9,Moderate,10,,Public
4/10/2017,Laurel Fork Unit 2,37.41795,-83.18173,Breathitt,Chris Osborne,University of Kentucky,6.1,95,Grass - Moderate,Unknown,Hand,,,7,Low,4,,Public
4/1/2015,Kevin Smith,37.42019,-85.84858,Casey,Chris Mason,KDFWR,14.6,75,Grass - Moderate,Unknown,Hand,,,7,Moderate,2,,Public
4/13/2017,Fishtrap RMEF Forest Project,37.420805,-82.275611,Pike,Scott Freidhof,KDFWR,63,95,Litter - Moderate,Unknown,Hand,,,8,Low,1,3/23/2017,Private
4/8/2015,Wharton Fork,37.42748,-83.174,Breathitt,Chris Osborne,University of Kentucky,9,90,Grass - Moderate,Unknown,Hand,,,5,,1,,Public
3/15/2016,2016 Wharton Fork NWSG Field,37.42748,-83.174,Breathitt,Chris Osborne,University of Kentucky,8.1,90,Grass - Moderate,Unknown,Hand,,,7,,1,,Public
4/10/2017,Laurel Fork Burn Unit 1,37.42935,-83.17371,Breathitt,Chris Osborne,University of Kentucky,7.5,90,Grass - Moderate,Unknown,Hand,,,5,Low,1,9/2/2012,Private
3/23/2017,Jason Salsman Woods,37.43201,-85.69625,Larue,Chris Mason,KDFWR,6.1,85,Litter - Moderate,Unknown,Hand,,,6,Low,12,3/24/2017,Private
3/19/2019,Paul Van Booven,37.433873,-83.180175,Breathitt,Merle Hacker,KDFWR,200,80,Grass - Moderate,0,Hand,,,6,Low,2,3/24/2017,Private
3/23/2017,Jason Salsman - Larue Co.,37.43472,-85.69439,Larue,Chris Mason,KDFWR,0.6,100,Grass - Heavy,Unknown,Hand,,,6,Low,11,4/5/2017,Private
4/4/2016,Robert Bowling,37.43744,-85.12956,Taylor,Chris Mason,KDFWR,60,75,Grass - Heavy,Unknown,Hand,,,6,Low,11,4/5/2017,Private
3/13/2017,Robert Bowling,37.43908,-85.14552,Taylor,Chris Mason,KDFWR,48,90,Grass - Moderate,Unknown,Hand,,,6,Low,2,4/10/2017,Public
4/13/2016,Campbellsville University,37.43912,-85.35789,Taylor,Chris Mason,KDFWR,2.6,100,Grass - Heavy,Unknown,Hand,,,6,Moderate,12,4/10/2017,Public
4/4/2017,CU Clay Hill Memorial Forest,37.43936,-85.35852,Taylor,Chris Mason,KDFWR,3.8,95,Grass - Heavy,Unknown,Hand,,,6,Moderate,1,3/9/2017,Public
3/23/2017,Jason Salsman Green Co.,37.4481,-85.65238,Green,Chris Mason,KDFWR,5.1,100,Grass - Heavy,Unknown,Hand,,,8,Moderate,31,3/22/2017,Public
4/17/2014,Phillips Farm,37.46294,-87.9315,Webster,Dan Phillips,Private Landowner,80,100,Grass - Heavy,Unknown,Hand,,,8,Moderate,31,3/20/2017,Public
4/16/2014,Blackburn Farm,37.4705,-87.8016,Webster,Roger Blackburn,Private Landowner,25,100,Grass - Heavy,Unknown,Hand,,,8,Low,13,3/20/2017,Public
3/7/2016,"Big Rivers WMA, Weston Burn",37.47525,-88.06937,Crittenden,Charlie Plush,KDFWR,194,65,Shrub - Moderate,Unknown,Hand,,,8,Moderate,34,3/23/2017,Public
3/16/2017,Knight Flat Rock East,37.478,-86.014,Hardin,Chris Minor,TNC,30,90,Litter - Moderate,8,Hand,,,7,Moderate,31,3/5/2017,Public
3/15/2017,WKU Gardner,37.47809,-85.909,Hart,Chris Minor,TNC,60,90,Grass - Moderate,7,Hand,,,7,Moderate,12,3/15/2017,Public
4/14/2016,Flat Rock Glade,37.4784,-86.02687,Hardin,Chris Minor,TNC,25,55,Litter - Moderate,7,Hand,,,7,Moderate,31,3/16/2017,Public
3/18/2016,Richard Wells,37.4855,-86.93052778,Ohio,Jared Handley,KDFWR,35,100,Grass - Heavy,Unknown,Hand,,,6,Low,24,3/16/2017,Public
3/18/2019,Big Rivers WMA,37.4864,-88.042,Crittenden,Charlie Plush,KDFWR,15,100,Grass - Light,Unknown,Hand,,,9,Low,31,3/5/2017,Public
3/11/2014,Big Rivers WMA Overlook Field Burn,37.489,-88.052,Crittenden,Curt Divine,KDFWR,135,95,Grass - Moderate,35,Hand,,,6,Low,5,3/5/2017,Public
3/7/2016,"Big Rivers WMA, Units C-9 and C-11",37.49028,-88.04212,Crittenden,Charlie Plush,KDFWR,21,95,Grass - Moderate,Unknown,Hand,,,6,Low,2,3/5/2017,Public
4/1/2015,Claypool,37.5052638,-85.0645194,Marion,Jason Nally,KDFWR,20.7,80,Grass - Moderate,Unknown,Hand,,,6,Low,11,3/5/2017,Public
3/5/2019,Dave Jones,37.508566,-84.532152,Lincoln,Merle Hacker,KDFWR,4,95,Grass - Light,0,Hand,,,9,Moderate,26,,Public
4/13/2016,Duncan Rx Burn,37.510513,-85.132475,Marion,Jason Nally,KDFWR,42,75,Grass - Moderate,Unknown,Hand,,,11,Moderate,26,,Public
2/4/2017,Big Rivers Hayfield Site Prep,37.519,-88.014,Crittenden,Charlie Plush,KDFWR,80,95,Grass - Light,Unknown,Hand,,,9,Low,1,,Public
9/28/2017,Big Rivers WMA/SF Caseyville Hill/Overlook Units U,37.519,-88.053,Union,Charlie Plush,KDFWR,34,90,Grass - Moderate,Unknown,Hand,,,11,Moderate,26,,Public
3/26/2018,Raymond Peyton,37.52069,-85.04861,Marion,Chris Mason,KDFWR,14.5,95,Grass - Moderate,Unknown,Hand,,,7,,1,,Public
3/30/2016,Brian Garnett,37.521,-84.834,Lincoln,Chris Mason,KDFWR,12,75,Grass - Moderate,Unknown,Hand,,,9,,10,,Public
3/18/2015,Big Rivers WMA,37.524,-88.011,Crittenden,Charlie Plush,KDFWR,23,80,Shrub - Moderate,Unknown,Hand,,,10,,1,,Public
3/24/2015,Big Rivers WMA,37.524,-88.011,Crittenden,Charlie Plush,KDFWR,61,55,Shrub - Moderate,Unknown,Hand,,,5,Low,10,,Private
3/30/2015,Big Rivers WMA,37.524,-88.011,Crittenden,Charlie Plush,KDFWR,223,90,Shrub - Moderate,Unknown,Hand,,,5,Low,10,,Private
5/1/2018,Berea College Shortleaf Pine Units,37.5243,-84.2432,Madison,Tom Edwards,KDFWR,155,70,Litter - Moderate,8,Hand,,,8,Low,14,,Private
2/16/2017,Caseyville Hill and Rudolph Burns,37.53,-88.049,Union,Charlie Plush,KDFWR,66,85,Grass - Moderate,Unknown,Hand,,,5,Low,10,,Private
4/1/2019,Green River Lock 2 Piles,37.53,-87.267,McLean,Chasteen/Pennell,USACE,1,50,Litter - Heavy,Unknown,Hand,,,7,Low,10,,Private
3/18/2019,Rolling Fork WMA,37.533944,-85.558889,Nelson,Zach Beyer,KDFWR,140,50,Grass - Light,Unknown,Hand,,,8,Low,10,,Private
4/17/2014,Big Rivers WMA/ Flatwoods Burn,37.5389,-88.0292,Union,John Zimmer,KDFWR,178,75,Litter - Light,Unknown,Hand,,,6,Low,10,,Private
3/22/2016,Hwy 30,37.5401,-83.34432,Breathitt,Chris Osborne,University of Kentucky,2.1,100,Grass - Heavy,Unknown,Hand,,,10,Low,1,,Public
3/20/2019,"Berea College Shortleaf Pine Resoration Units 1, 3",37.5409,-84.2396,Madison,Tom Edwards,KDFWR,87.5,75,Litter - Heavy,Unknown,Hand,,,10,Low,10,,Private
3/18/2019,Big Rivers WMA,37.541,-88.0396,Union,Charlie Plush,KDFWR,14,60,Shrub - Light,Unknown,Hand,,,8,Low,10,,Private
3/18/2019,Big Rivers WMA,37.541,-88.0396,Union,Charlie Plush,KDFWR,15,80,Shrub - Light,Unknown,Hand,,,7,Low,10,,Private
3/18/2019,Big Rivers WMA,37.541,-88.0396,Union,Charlie Plush,KDFWR,12,50,Shrub - Light,Unknown,Hand,,,6,Low,10,,Private
3/18/2019,Big Rivers WMA,37.541,-88.0396,Union,Charlie Plush,KDFWR,3,100,Shrub - Light,Unknown,Hand,,,10,Low,10,,Private
3/28/2019,Berea College Cowbell Hollow,37.548888,-84.228682,Madison,Tom Edwards,KDFWR,45,75,Litter - Moderate,Unknown,Hand,,,7,Low,1,,Private
3/16/2019,Berea College Learn & Burn Demo,37.5538,-84.2407,Madison,Tom Edwards,KDFWR,4,95,Litter - Moderate,8,Hand,,,10,Low,10,,Private
3/24/2017,Jenkins,37.558,-84.662,Lincoln,Merle Hacker,KDFWR,20,100,Grass - Moderate,0,Hand,,,8,Low,10,,Private
3/5/2019,Jenkins,37.558067,-84.662176,Lincoln,Merle Hacker,KDFWR,20,90,Grass - Moderate,0,Hand,,,8,Low,10,,Private
3/12/2014,Deer Creek Farm,37.564548,-87.577901,Webster,Deer Creek Lodge LLC,Private Landowner,59,100,Grass - Moderate,Unknown,Hand,,,9,Low,10,,Private
3/24/2015,Windham,37.59423,-85.439986,Marion,Jason Nally,KDFWR,25.8,85,Grass - Moderate,Unknown,Hand,,,8,Low,10,,Private
9/23/2016,Eastview,37.598,-86.0545,Hardin,Chris Minor,TNC,20,75,Shrub - Moderate,10,Hand,,,7,Low,10,,Private
4/2/2019,Phillip Charles,37.607269,-83.69732333,Lee,Merle Hacker/Randall Alcorn,KDFWR,25,80,Grass - Heavy,Unknown,Hand,,,6,Low,6,,Private
3/31/2015,Higginson-Henry WMA,37.624,-87.836,Union,Charlie Plush,KDFWR,60,95,Grass - Heavy,Unknown,Hand,,,6,Low,6,3/30/2015,Private
3/18/2015,Higginson-Henry WMA,37.625,-87.836,Union,Charlie Plush,KDFWR,27.3,90,Grass - Moderate,Unknown,Hand,,,6,Low,6,3/30/2015,Private
3/17/2016,Higginsion-Henry WMA,37.62572,-87.80703,Union,Charlie Plush,KDFWR,54,95,Grass - Moderate,Unknown,Hand,,,6,Low,6,,Private
3/31/2014,Higginson Henry WMA,37.629,-87.875,Union,Curt Divine,KDFWR,49.4,85,Grass - Moderate,Unknown,Hand,,,6,Low,7,,Private
4/1/2014,Higginson Henry WMA,37.629,-87.875,Union,Curt Divine,KDFWR,111.4,90,Grass - Moderate,Unknown,Hand,,,6,Low,31,,Private
3/30/2016,Don Hayden Burn,37.63769444,-87.29458333,Daviess,Jared Handley,KDFWR,20,75,Grass - Moderate,Unknown,Hand,,,6,Low,6,3/26/2014,Private
4/17/2014,Higginson-Henry WMA,37.6424,-87.8808,Union,Curt Divine,KDFWR,37,90,Grass - Moderate,Unknown,Hand,,,5,Low,6,,Private
3/24/2014,Ben Smith,37.6503889,-86.3658889,Breckinridge,Jared Handley,KDFWR,43,90,Grass - Heavy,Unknown,Hand,,,6,Low,6,4/14/2011,Private
3/14/2016,Tract 3 gate 6,37.66,-84.55,Madison,Tom Edwards,KDFWR,18,95,Grass - Moderate,Unknown,Hand,,,5,Low,6,,Private
3/9/2018,Tract 3 West w/o Sub Station,37.66057,-84.22318,Madison,Tom Edwards,KDFWR,204,40,Grass - Light,Unknown,Hand,,,5,Low,6,,Private
4/9/2014,Tract 3 East,37.66067,-84.19556,Madison,Tom Edwards,KDFWR,45,85,Grass - Heavy,Unknown,Hand,,,5,Low,6,4/5/2016,Private
4/18/2017,Tract 3 subtract,37.6608,-84.1956,Madison,Tom Edwards,KDFWR,30,80,Grass - Moderate,Unknown,Hand,,,5,Low,6,4/5/2016,Private
4/5/2018,BGAD Tract 3 East_east,37.6629,-84.19088,Madison,Tom Edwards,KDFWR,45,90,Grass - Moderate,Unknown,Hand,,,5,Low,6,4/4/2016,Private
4/5/2017,Pasture 1 patch burn,37.6636,-84.1965,Madison,Tom Edwards,KDFWR,8,95,Grass - Moderate,Unknown,Hand,,,5,Low,6,3/21/2014,Private
3/29/2016,Perryville Battlefield State Park,37.6637306,-84.956519,Boyle,Josh Lillpop,KDFWR,160,20,Grass - Moderate,Unknown,Hand,,,6,Low,6,3/28/2016,Private
4/11/2015,Native Grass Pasture 1,37.665222,-84.195861,Madison,Tom Edwards,KDFWR,8,95,Grass - Heavy,Unknown,Hand,,,6,Low,6,3/26/2014,Private
4/5/2018,BGAD Pasture 1,37.66525,-84.19582,Madison,Tom Edwards,KDFWR,27,85,Grass - Moderate,Unknown,Hand,,,5,Low,7,3/15/2017,Private
3/21/2013,None,37.66538889,-84.19569444,Madison,Tom Edwards,KDFWR,27,85,Grass - Heavy,Unknown,Hand,,,6,Low,6,3/28/2016,Private
4/22/2019,BGAD Lake Gem Big Bluestem seed field,37.666125,-84.239325,Madison,Tom Edwards,KDFWR,8,100,Grass - Heavy,Unknown,Hand,,,6,Low,6,3/21/2014,Private
2/6/2013,None,37.66675,-84.23894444,Madison,Tom Edwards,KDFWR,12,95,Grass - Heavy,Unknown,Hand,,,6,Low,6,3/27/2015,Private
4/22/2019,BGAD Lake Gem Indiangrass seed field,37.666947,-84.236409,Madison,Tom Edwards,KDFWR,12,100,Grass - Heavy,Unknown,Hand,,,5,Low,6,4/13/2016,Private
4/22/2015,Big Bluestem seed harvest field Lake Gem,37.667055,-84.238833,Madison,Tom Edwards,KDFWR,10,95,Grass - Heavy,Unknown,Hand,,,5,Low,6,,Private
4/16/2014,Lake Gem Big Bluestem,37.66706,-84.23886,Madison,Tom Edwards,KDFWR,8,95,Grass - Heavy,Unknown,Hand,,,6,Low,1,,Public
3/28/2013,None,37.66727778,-84.19188889,Madison,Tom Edwards,KDFWR,219,75,Grass - Moderate,Unknown,Hand,,,6,Low,1,,Public
3/23/2017,Lake Gem Big Bluestem,37.6677,-84.2389,Madison,Tom Edwards,KDFWR,8,95,Grass - Heavy,Unknown,Hand,,,6,Low,1,,Public
3/23/2017,Lake Gem Indiangrass,37.6677,-84.2359,Madison,Tom Edwards,KDFWR,12,95,Grass - Heavy,Unknown,Hand,,,6,Low,1,,Public
4/9/2014,Lake Gem Indiangrass,37.66778,-84.2359,Madison,Tom Edwards,KDFWR,12,95,Grass - Heavy,Unknown,Hand,,,6,Low,1,,Public
4/22/2015,Indiangrass seed production field Lake Gem,37.667833,-84.235944,Madison,Tom Edwards,KDFWR,12,95,Grass - Heavy,Unknown,Hand,,,6,Low,1,,Public
2/6/2013,None,37.66783333,-84.23586111,Madison,Tom Edwards,KDFWR,8,95,Grass - Heavy,Unknown,Hand,,,6,Low,1,,Public
5/2/2018,BGAD Indiangrass Seed field,37.66989,-84.234493,Madison,Tom Edwards,KDFWR,12,100,Grass - Heavy,Unknown,Hand,,,6,Low,1,,Public
3/14/2016,Tract 5 pasture 6,37.671,-84.251,Madison,Tom Edwards,KDFWR,8,80,Grass - Moderate,Unknown,Hand,,,6,Low,10,,Public
4/5/2018,BGAD R5 south portion,37.67253,-84.1916,Madison,Tom Edwards,KDFWR,15,100,Grass - Heavy,Unknown,Hand,,,7,Low,1,,Public
4/18/2017,"Tract 4 south, gate R-5",37.6728,-84.1917,Madison,Tom Edwards,KDFWR,55,80,Grass - Moderate,Unknown,Hand,,,7,Low,1,,Public
2/27/2018,BGAD Tract 4 South R-5,37.67295,-84.19171,Madison,Tom Edwards,KDFWR,35,80,Grass - Light,Unknown,Hand,,,5,Low,1,,Public
3/14/2016,Tract 3/4,37.6768,-84.2516,Madison,Tom Edwards,KDFWR,95,75,Grass - Moderate,Unknown,Hand,,,5,Low,1,,Public
3/14/2016,Tract 4 North,37.6768,-84.2516,Madison,Tom Edwards,KDFWR,27,95,Grass - Moderate,Unknown,Hand,,,7,Low,26,,Public
4/5/2017,BGAD Admin Area,37.6778,-84.2473,Madison,Tom Edwards,KDFWR,6,70,Grass - Moderate,Unknown,Hand,,,6,Low,1,,Public
3/24/2017,Dewey - Turnhole Forest Mgmt Unit,37.678833,-82.632416,Floyd,Zachary Slinker,KDFWR,25,100,Litter - Moderate,Unknown,Hand,,,5,Low,1,,Public
3/14/2016,Tract 5 pasture 3,37.682,-84.562,Madison,Tom Edwards,KDFWR,8,80,Grass - Light,Unknown,Hand,,,6,Low,1,,Public
3/30/2016,Dewey - Buffalo Creek Forest Mgmt Unit - Goat Mnt,37.68375,-82.6423,Floyd,Scott Freidhof,KDFWR,33,85,Litter - Moderate,Unknown,Hand,,,5,Low,1,,Public
2/27/2018,BGAD Tract 4 north silo field,37.68404,-84.18344,Madison,Tom Edwards,KDFWR,77,90,Grass - Moderate,Unknown,Hand,,,7,Moderate,2,,Private
4/18/2017,Tract 4 Silo Field,37.6841,-84.1834,Madison,Tom Edwards,KDFWR,16,80,Grass - Moderate,Unknown,Hand,,,7,Moderate,10,,Private
3/10/2016,Dewey - Turnhole Forest Mgmt Unit - Mnt in the Mid,37.6845,-82.63569,Floyd,Scott Freidhof,KDFWR,43,95,Litter - Moderate,Unknown,Hand,,,9,Moderate,10,,Public
3/16/2017,Dewey - Turnhole Forest Mgmt Unit,37.687111,-82.635472,Floyd,Scott Freidhof,KDFWR,63,85,Litter - Moderate,Unknown,Hand,,,9,Moderate,10,,Public
4/5/2017,Pasture 6 Patch burn,37.6896,-84.1847,Madison,Tom Edwards,KDFWR,8,90,Grass - Moderate,Unknown,Hand,,,9,Moderate,10,,Public
4/11/2015,Native grass Pasture 6,37.689694,-84.179861,Madison,Tom Edwards,KDFWR,8,95,Grass - Heavy,Unknown,Hand,,,8,Moderate,26,,Private
4/18/2017,Dove Field area,37.6909,-84.1864,Madison,Tom Edwards,KDFWR,10,90,Grass - Heavy,Unknown,Hand,,,8,Moderate,26,,Private
3/28/2019,Anderson Burn,37.692,-84.161,Madison,Chris Grasch,KDFWR,2,100,Grass - Heavy,Unknown,Hand,,,6,Low,3,,Public
4/11/2015,Native grass Pasture 3,37.696555,-84.183138,Madison,Tom Edwards,KDFWR,8,95,Grass - Heavy,Unknown,Hand,,,6,Low,3,,Public
3/23/2017,Lake Vega Tailwater,37.6969,-84.2159,Madison,Tom Edwards,KDFWR,9,85,Grass - Heavy,Unknown,Hand,,,6,Low,5,3/1/2016,Public
4/5/2017,Pasture 3 patch burn,37.6974,-84.1863,Madison,Tom Edwards,KDFWR,8,90,Grass - Moderate,Unknown,Hand,,,6,Low,5,3/1/2016,Public
4/5/2018,BGAD R6 Pasture 3,37.69749,-84.18317,Madison,Tom Edwards,KDFWR,25,85,Grass - Moderate,Unknown,Hand,,,5,Moderate,3,,Public
4/5/2018,BGAD R6 Pasture 3a,37.69835,-84.18404,Madison,Tom Edwards,KDFWR,6,100,Grass - Heavy,Unknown,Hand,,,5,Moderate,5,,Public
4/22/2019,BGAD Route 3 Route 9 Native Grass,37.698644,-84.215619,Madison,Tom Edwards,KDFWR,10,75,Grass - Moderate,Unknown,Hand,,,5,Low,3,3/1/2017,Public
4/9/2017,Puckett,37.699,-85.762,Hardin,Chris Minor,TNC,15,60,Litter - Moderate,7,Hand,,,10,Moderate,3,,Public
3/28/2013,None,37.69922222,-84.18561111,Madison,Tom Edwards,KDFWR,105,75,Grass - Moderate,Unknown,Hand,,,11,Moderate,3,,Public
4/19/2016,Lake Gem Big Bluestem,37.7,-84.24,Madison,Tom Edwards,KDFWR,10,100,Grass - Heavy,Unknown,Hand,,,9,Moderate,3,,Public
4/19/2016,Lake Gem Indiangrass,37.7018,-84.2421,Madison,Tom Edwards,KDFWR,12,100,Grass - Heavy,Unknown,Hand,,,7,Moderate,3,,Public
4/10/2014,Tompkins Farm,37.709138,-87.52694,Henderson,Glenn Tompkins,Private Landowner,25,100,Grass - Moderate,Unknown,Hand,,,7,Moderate,5,,Public
3/10/2014,Sellars Farm,37.721861,-87.62472,Henderson,Mark Sellars,Private Landowner,12,100,Grass - Heavy,Unknown,Hand,,,5,Moderate,3,,Public
3/9/2017,Dewey - Wildlife Opening,37.723944,-82.737055,Floyd,Scott Freidhof,KDFWR,20,90,Grass - Moderate,Unknown,Hand,,,20,Moderate,31,2/25/2013,Public
4/18/2018,Dewey Wildlife Opening,37.725639,-82.738444,Floyd,Scott Freidhof,KDFWR,18,95,Grass - Moderate,Unknown,Hand,,,20,,15,3/7/2012,Public
3/11/2014,Dupree,37.7974,-84.6434,Garrard,Chris Minor,TNC,60,100,Grass - Heavy,8,Hand,,,7,Low,6,9/24/2015,Private
3/7/2016,Dupree 1 and 2,37.7974,-84.6434,Garrard,Chris Minor,TNC,40,100,Grass - Heavy,8,Hand,,,6,Low,1,,Public
3/12/2019,Dupree,37.7994,-84.6451,Garrard,Chris Minor,TNC,30,100,Grass - Heavy,7,Hand,,,7,Low,2,,Public
3/23/2016,HA81,37.8,-85.8983,Hardin,Fort Knox Natural Resources Branch,DOD,53,100,Grass - Heavy,10,Hand,,,7,Low,2,3/5/2017,Public
4/6/2015,Smith WWCA East Unit,37.800605,-83.515435,Wolfe,Zeb Weese,HLCF,27,95,Grass - Moderate,Unknown,Hand,,,5,Low,10,,Public
3/8/2016,HA89 Block 2,37.8101,-85.8138,Hardin,Fort Knox Natural Resources Branch,DOD,36,95,Slash - Moderate,20,Hand,,,12,Moderate,11,,Public
4/3/2016,HA79,37.812,-85.893,Hardin,Fort Knox Natural Resources Branch,DOD,87,95,Litter - Moderate,15,Hand,,,12,Moderate,29,,Public
3/8/2016,HA89/90,37.8131,-85.7983,Hardin,Fort Knox Natural Resources Branch,DOD,57,95,Litter - Moderate,15,Hand,,,8,Low,10,3/1/2010,Public
3/12/2019,Sally Brown,37.8153,-84.6848,Garrard,Chris Minor,TNC,20,95,Grass - Moderate,8,Hand,,,9,Moderate,13,3/1/2015,Public
4/1/2015,HA89,37.816,-85.799,Hardin,Fort Knox Natural Resources Branch,DOD,46,95,Litter - Moderate,20,Hand,,,9,Moderate,13,,Public
3/20/2014,Rowan_Brown,37.8162,-84.6837,Garrard,Chris Minor,TNC,45,100,Grass - Heavy,8,Hand,,,7,Low,13,3/1/2015,Public
3/3/2017,Shaker VIllage,37.81733333,-84.74025,Mercer,Ben Robinson,KDFWR,444,80,Grass - Moderate,Unknown,Hand,,,8,Low,13,3/1/2015,Public
3/7/2014,Shaker Village,37.81755,-84.74055,Mercer,Ben Robinson,KDFWR,297,90,Grass - Moderate,Unknown,Hand,,,7,Moderate,13,3/1/2015,Public
3/10/2014,Shaker Village,37.81755,-84.74055,Mercer,Ben Robinson,KDFWR,160,90,Grass - Moderate,Unknown,Hand,,,9,Low,11,,Public
3/18/2015,Shaker Village,37.81755,-84.74055,Mercer,Ben Robinson,KDFWR,390.5,90,Grass - Moderate,Unknown,Hand,,,12,Moderate,13,,Private
2/27/2019,Shaker Village,37.81755556,-84.74061389,Mercer,Ben Robinson,KDFWR,420,70,Grass - Moderate,Unknown,Hand,,,10,Moderate,31,3/15/2018,Public
3/4/2013,None,37.81756944,-84.74061389,Mercer,Ben Robinson,KDFWR,265,60,Grass - Moderate,Unknown,Hand,,,5,Low,31,1/26/2018,Public
